region,tournament,season,stage,competition,date,time_or_status,home_team,away_team,match_id,home_score,away_score,home_odds,draw_odds,away_odds
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Oct 01 2024",FT,PSV Eindhoven,Sporting CP,1866209,1,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Oct 01 2024",FT,Salzburg,Brest,1866220,0,4,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Sep 17 2024",FT,Sporting CP,Lille,1866210,2,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Sep 17 2024",FT,AC Milan,Liverpool,1866149,1,3,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Sep 17 2024",FT,Real Madrid,VfB Stuttgart,1866144,3,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Sep 17 2024",FT,Bayern Munich,Dinamo Zagreb,1866116,9,2,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Sep 18 2024",FT,Sparta Prague,Salzburg,1866221,3,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Sep 18 2024",,Bologna,Shakhtar Donetsk,1866200,0,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Sep 18 2024",FT,Celtic,Slovan Bratislava,1866230,5,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Sep 18 2024",FT,Paris Saint-Germain,Girona,1866169,1,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Sep 18 2024",FT,Club Bruges,Borussia Dortmund,1866130,0,3,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Sep 18 2024",,Manchester City,Inter,1866097,0,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Thursday, Sep 19 2024",FT,FK Crvena Zvezda,Benfica,1866185,1,2,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Thursday, Sep 19 2024",FT,Feyenoord,Bayer Leverkusen,1866157,0,4,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Thursday, Sep 19 2024",FT,Brest,Sturm Graz,1866240,2,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Thursday, Sep 19 2024",,Atalanta,Arsenal,1866171,0,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Thursday, Sep 19 2024",FT,Monaco,Barcelona,1866140,2,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Thursday, Sep 19 2024",FT,Atletico Madrid,RB Leipzig,1866122,2,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Oct 01 2024",FT,VfB Stuttgart,Sparta Prague,1866237,1,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Oct 22 2024",FT,Arsenal,Shakhtar Donetsk,1866187,1,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Oct 02 2024",FT,Benfica,Atletico Madrid,1866161,4,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Oct 22 2024",FT,Paris Saint-Germain,PSV Eindhoven,1866167,1,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Nov 06 2024",FT,Club Bruges,Aston Villa,1866195,1,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Nov 06 2024",FT,Feyenoord,Salzburg,1866205,1,3,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Nov 06 2024",FT,VfB Stuttgart,Atalanta,1866176,0,2,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Nov 06 2024",FT,Paris Saint-Germain,Atletico Madrid,1866160,1,2,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Nov 06 2024",FT,FK Crvena Zvezda,Barcelona,1866138,2,5,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Nov 06 2024",FT,Inter,Arsenal,1866106,1,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Nov 06 2024",FT,Bayern Munich,Benfica,1866114,1,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 26 2024",FT,Slovan Bratislava,AC Milan,1866204,2,3,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 26 2024",FT,Sparta Prague,Atletico Madrid,1866165,0,6,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 26 2024",FT,Sporting CP,Arsenal,1866189,1,5,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Oct 22 2024",FT,Real Madrid,Borussia Dortmund,1866127,5,2,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 26 2024",FT,Bayer Leverkusen,Salzburg,1866156,5,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 26 2024",FT,Barcelona,Brest,1866139,3,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 26 2024",FT,Bayern Munich,Paris Saint-Germain,1866112,1,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 26 2024",FT,Inter,RB Leipzig,1866105,1,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 26 2024",FT,Manchester City,Feyenoord,1866101,3,3,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Nov 27 2024",FT,Sturm Graz,Girona,1866239,1,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Nov 27 2024",FT,FK Crvena Zvezda,VfB Stuttgart,1866225,5,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Nov 06 2024",FT,Sparta Prague,Brest,1866236,1,2,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 26 2024",FT,BSC Young Boys,Atalanta,1866174,1,6,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Nov 06 2024",FT,Shakhtar Donetsk,BSC Young Boys,1866197,2,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Oct 23 2024",FT,Manchester City,Sparta Prague,1866103,5,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 05 2024",FT,Sporting CP,Manchester City,1866102,4,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Oct 23 2024",,Atalanta,Celtic,1866173,0,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Oct 23 2024",FT,Brest,Bayer Leverkusen,1866159,1,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Oct 23 2024",FT,Salzburg,Dinamo Zagreb,1866217,0,2,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Oct 23 2024",FT,Atletico Madrid,Lille,1866162,1,3,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Oct 23 2024",FT,RB Leipzig,Liverpool,1866120,0,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Oct 23 2024",FT,Barcelona,Bayern Munich,1866113,4,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Oct 23 2024",FT,BSC Young Boys,Inter,1866110,0,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Oct 23 2024",FT,Benfica,Feyenoord,1866184,1,3,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 05 2024",FT,Slovan Bratislava,Dinamo Zagreb,1866219,1,4,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 05 2024",FT,Bologna,Monaco,1866235,0,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 05 2024",FT,Lille,Juventus,1866181,1,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 05 2024",FT,Liverpool,Bayer Leverkusen,1866148,4,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 05 2024",FT,Real Madrid,AC Milan,1866143,1,3,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 05 2024",FT,Borussia Dortmund,Sturm Graz,1866133,1,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 05 2024",FT,PSV Eindhoven,Girona,1866214,4,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 05 2024",FT,Celtic,RB Leipzig,1866124,3,1,,,
250,12,10456,24083,europe-champions-league-2024-2025,"Tuesday, Feb 18 2025",20:00,Bayern Munich,Celtic,1888114,-,-,1.17,7.50,15.00
250,12,10456,24083,europe-champions-league-2024-2025,"Wednesday, Feb 12 2025",FT,Feyenoord,AC Milan,1888116,1,0,N/A,N/A,N/A
250,12,10456,24083,europe-champions-league-2024-2025,"Wednesday, Feb 12 2025",FT,Monaco,Benfica,1888125,0,1,N/A,N/A,N/A
250,12,10456,24083,europe-champions-league-2024-2025,"Tuesday, Feb 18 2025",17:45,AC Milan,Feyenoord,1888120,-,-,1.48,4.50,6.25
250,12,10456,24083,europe-champions-league-2024-2025,"Tuesday, Feb 18 2025",20:00,Atalanta,Club Bruges,1888112,-,-,1.53,4.33,5.25
250,12,10456,24083,europe-champions-league-2024-2025,"Wednesday, Feb 19 2025",20:00,PSV Eindhoven,Juventus,1888121,-,-,2.25,3.70,2.90
250,12,10456,24083,europe-champions-league-2024-2025,"Tuesday, Feb 18 2025",20:00,Benfica,Monaco,1888126,-,-,1.75,4.10,4.20
250,12,10456,24083,europe-champions-league-2024-2025,"Wednesday, Feb 19 2025",17:45,Borussia Dortmund,Sporting CP,1888118,-,-,1.90,3.80,3.80
250,12,10456,24083,europe-champions-league-2024-2025,"Wednesday, Feb 19 2025",20:00,Real Madrid,Manchester City,1888122,-,-,1.80,4.20,3.90
250,12,10456,24083,europe-champions-league-2024-2025,"Wednesday, Feb 12 2025",FT,Club Bruges,Atalanta,1888111,2,1,N/A,N/A,N/A
250,12,10456,24083,europe-champions-league-2024-2025,"Wednesday, Feb 12 2025",FT,Celtic,Bayern Munich,1888113,1,2,N/A,N/A,N/A
250,12,10456,24083,europe-champions-league-2024-2025,"Tuesday, Feb 11 2025",FT,Manchester City,Real Madrid,1888119,2,3,N/A,N/A,N/A
250,12,10456,24083,europe-champions-league-2024-2025,"Tuesday, Feb 11 2025",FT,Sporting CP,Borussia Dortmund,1888115,0,3,N/A,N/A,N/A
250,12,10456,24083,europe-champions-league-2024-2025,"Tuesday, Feb 11 2025",FT,Juventus,PSV Eindhoven,1888117,2,1,N/A,N/A,N/A
250,12,10456,24083,europe-champions-league-2024-2025,"Tuesday, Feb 11 2025",FT,Brest,Paris Saint-Germain,1888123,0,3,N/A,N/A,N/A
250,12,10456,24083,europe-champions-league-2024-2025,"Wednesday, Feb 19 2025",20:00,Paris Saint-Germain,Brest,1888124,-,-,1.18,7.50,13.00
