region,tournament,season,stage,competition,date,time_or_status,home_team,away_team,match_id,home_score,away_score,home_odds,draw_odds,away_odds
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 05 2024",FT,Bologna,Monaco,1866235.0,0,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Nov 06 2024",FT,Sparta Prague,Brest,1866236.0,1,2,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 05 2024",FT,PSV Eindhoven,Girona,1866214.0,4,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Oct 23 2024",FT,Brest,Bayer Leverkusen,1866159.0,1,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Oct 23 2024",FT,Barcelona,Bayern Munich,1866113.0,4,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Oct 23 2024",FT,Atletico Madrid,Lille,1866162.0,1,3,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Nov 06 2024",FT,Paris Saint-Germain,Atletico Madrid,1866160.0,1,2,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Oct 22 2024",FT,Real Madrid,Borussia Dortmund,1866127.0,5,2,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Oct 23 2024",FT,RB Leipzig,Liverpool,1866120.0,0,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Oct 22 2024",FT,Aston Villa,Bologna,1866238.0,2,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Oct 22 2024",FT,Juventus,VfB Stuttgart,1866180.0,0,1,,,
250,12,10456,24083,europe-champions-league-2024-2025,"Wednesday, Feb 19 2025",20:00,PSV Eindhoven,Juventus,1888121.0,-,-,2.25,3.7,2.9
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Oct 23 2024",FT,Benfica,Feyenoord,1866184.0,1,3,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Oct 23 2024",FT,Salzburg,Dinamo Zagreb,1866217.0,0,2,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Oct 22 2024",FT,Sturm Graz,Sporting CP,1866212.0,0,2,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Oct 23 2024",,Atalanta,Celtic,1866173.0,0,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Oct 01 2024",FT,VfB Stuttgart,Sparta Prague,1866237.0,1,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Sep 17 2024",FT,Real Madrid,VfB Stuttgart,1866144.0,3,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Oct 02 2024",FT,Liverpool,Bologna,1866152.0,2,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 26 2024",FT,BSC Young Boys,Atalanta,1866174.0,1,6,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 26 2024",FT,Bayer Leverkusen,Salzburg,1866156.0,5,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 26 2024",FT,Barcelona,Brest,1866139.0,3,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 26 2024",FT,Manchester City,Feyenoord,1866101.0,3,3,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Jan 21 2025",FT,Atalanta,Sturm Graz,1866175.0,5,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 26 2024",FT,Inter,RB Leipzig,1866105.0,1,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Nov 27 2024",FT,Sturm Graz,Girona,1866239.0,1,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Nov 27 2024",FT,Liverpool,Real Madrid,1866141.0,2,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Sep 17 2024",FT,BSC Young Boys,Aston Villa,1866228.0,0,3,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 29 2025",FT,Barcelona,Atalanta,1866135.0,2,2,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Nov 27 2024",,Aston Villa,Juventus,1866182.0,0,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Nov 27 2024",FT,Monaco,Benfica,1866183.0,2,3,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Oct 01 2024",FT,Borussia Dortmund,Celtic,1866131.0,7,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Nov 27 2024",FT,Dinamo Zagreb,Borussia Dortmund,1866132.0,0,3,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Oct 01 2024",FT,Bayer Leverkusen,AC Milan,1866154.0,1,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Jan 21 2025",FT,Monaco,Aston Villa,1866234.0,1,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Jan 21 2025",FT,Slovan Bratislava,VfB Stuttgart,1866232.0,1,3,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 29 2025",FT,VfB Stuttgart,Paris Saint-Germain,1866170.0,1,4,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Nov 27 2024",FT,Bologna,Lille,1866223.0,1,2,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Nov 27 2024",FT,FK Crvena Zvezda,VfB Stuttgart,1866225.0,5,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Nov 06 2024",FT,Bayern Munich,Benfica,1866114.0,1,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Dec 10 2024",FT,Girona,Liverpool,1866153.0,0,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Dec 11 2024",FT,Lille,Sturm Graz,1866222.0,3,2,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Dec 10 2024",FT,Salzburg,Paris Saint-Germain,1866168.0,0,3,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Dec 10 2024",FT,Club Bruges,Sporting CP,1866193.0,2,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Dec 10 2024",FT,Atalanta,Real Madrid,1866142.0,2,3,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Dec 10 2024",FT,Bayer Leverkusen,Inter,1866107.0,1,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Dec 10 2024",FT,Shakhtar Donetsk,Bayern Munich,1866115.0,1,5,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Dec 10 2024",FT,RB Leipzig,Aston Villa,1866125.0,2,3,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Dec 11 2024",FT,Atletico Madrid,Slovan Bratislava,1866164.0,3,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Dec 11 2024",FT,VfB Stuttgart,BSC Young Boys,1866229.0,5,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Dec 10 2024",,Dinamo Zagreb,Celtic,1866216.0,0,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Dec 11 2024",FT,AC Milan,FK Crvena Zvezda,1866201.0,2,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Dec 11 2024",FT,Feyenoord,Sparta Prague,1866207.0,4,2,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Dec 11 2024",,Benfica,Bologna,1866186.0,0,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Dec 11 2024",FT,Arsenal,Monaco,1866190.0,3,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Dec 11 2024",FT,Juventus,Manchester City,1866100.0,2,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Dec 11 2024",FT,Borussia Dortmund,Barcelona,1866128.0,2,3,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Dec 10 2024",FT,Brest,PSV Eindhoven,1866215.0,1,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 29 2025",FT,Manchester City,Club Bruges,1866099.0,3,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 26 2024",FT,Bayern Munich,Paris Saint-Germain,1866112.0,1,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 22 2025",FT,Real Madrid,Salzburg,1866145.0,5,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 22 2025",FT,Sparta Prague,Inter,1866111.0,0,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 22 2025",FT,AC Milan,Girona,1866203.0,1,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 29 2025",FT,Brest,Real Madrid,1866147.0,0,3,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 22 2025",FT,Arsenal,Dinamo Zagreb,1866188.0,3,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 22 2025",FT,Celtic,BSC Young Boys,1866227.0,1,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 22 2025",FT,Paris Saint-Germain,Manchester City,1866098.0,4,2,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 29 2025",FT,Inter,Monaco,1866109.0,3,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 22 2025",FT,Feyenoord,Bayern Munich,1866117.0,3,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Jan 21 2025",FT,Atletico Madrid,Bayer Leverkusen,1866155.0,2,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 22 2025",FT,RB Leipzig,Sporting CP,1866123.0,2,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Nov 27 2024",FT,Celtic,Club Bruges,1866194.0,1,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 26 2024",FT,Sparta Prague,Atletico Madrid,1866165.0,0,6,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Oct 22 2024",FT,AC Milan,Club Bruges,1866192.0,3,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Oct 01 2024",FT,PSV Eindhoven,Sporting CP,1866209.0,1,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Jan 21 2025",FT,Benfica,Barcelona,1866136.0,4,5,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Oct 01 2024",FT,Slovan Bratislava,Manchester City,1866104.0,0,4,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Oct 01 2024",FT,Inter,FK Crvena Zvezda,1866108.0,4,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 29 2025",FT,Bayern Munich,Slovan Bratislava,1866118.0,3,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Nov 26 2024",FT,Sporting CP,Arsenal,1866189.0,1,5,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Oct 01 2024",FT,Arsenal,Paris Saint-Germain,1866166.0,2,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Jan 21 2025",FT,Liverpool,Lille,1866150.0,2,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 29 2025",FT,Sporting CP,Bologna,1866211.0,1,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 29 2025",FT,Lille,Feyenoord,1866206.0,6,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 29 2025",FT,Borussia Dortmund,Shakhtar Donetsk,1866129.0,3,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 29 2025",FT,Bayer Leverkusen,Sparta Prague,1866158.0,2,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 29 2025",FT,BSC Young Boys,FK Crvena Zvezda,1866224.0,0,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 29 2025",FT,Girona,Arsenal,1866191.0,1,2,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 29 2025",FT,Juventus,Benfica,1866177.0,0,2,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 29 2025",FT,Sturm Graz,RB Leipzig,1866126.0,1,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 29 2025",FT,Aston Villa,Celtic,1866231.0,4,2,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 29 2025",FT,Salzburg,Atletico Madrid,1866163.0,1,4,,,
250,12,10456,24083,europe-champions-league-2024-2025,"Tuesday, Feb 18 2025",FT,AC Milan,Feyenoord,,,,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Jan 21 2025",FT,FK Crvena Zvezda,PSV Eindhoven,1866213.0,2,3,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 22 2025",FT,Shakhtar Donetsk,Brest,1866199.0,2,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Jan 21 2025",,Club Bruges,Juventus,1866179.0,0,0,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Tuesday, Jan 21 2025",FT,Bologna,Borussia Dortmund,1866134.0,2,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 29 2025",FT,Dinamo Zagreb,AC Milan,1866202.0,2,1,,,
250,12,10456,23663,Europe-Champions-League-2024-2025,"Wednesday, Jan 29 2025",FT,PSV Eindhoven,Liverpool,1866151.0,3,2,,,
250,12,10456,24083,europe-champions-league-2024-2025,"Tuesday, Mar 04 2025",20:00,Real Madrid,Atletico Madrid,1891165,-,-,1.85,3.60,4.00
250,12,10456,24083,europe-champions-league-2024-2025,"Tuesday, Mar 04 2025",20:00,PSV Eindhoven,Arsenal,1891167,-,-,3.50,3.70,1.95
250,12,10456,24083,europe-champions-league-2024-2025,"Wednesday, Mar 05 2025",17:45,Feyenoord,Inter,1891168,-,-,5.00,4.00,1.62
250,12,10456,24083,europe-champions-league-2024-2025,"Wednesday, Mar 05 2025",20:00,Paris Saint-Germain,Liverpool,1891169,-,-,2.35,3.40,2.88
250,12,10456,24083,europe-champions-league-2024-2025,"Wednesday, Mar 05 2025",20:00,Benfica,Barcelona,1891170,-,-,3.70,3.75,1.91
250,12,10456,24083,europe-champions-league-2024-2025,"Wednesday, Mar 05 2025",20:00,Bayern Munich,Bayer Leverkusen,1891166,-,-,1.75,3.80,4.33
250,12,10456,24083,europe-champions-league-2024-2025,"Tuesday, Mar 11 2025",20:00,Bayer Leverkusen,Bayern Munich,1891174,-,-,N/A,N/A,N/A
250,12,10456,24083,europe-champions-league-2024-2025,"Tuesday, Mar 11 2025",17:45,Barcelona,Benfica,1891178,-,-,N/A,N/A,N/A
250,12,10456,24083,europe-champions-league-2024-2025,"Tuesday, Mar 11 2025",20:00,Inter,Feyenoord,1891176,-,-,N/A,N/A,N/A
250,12,10456,24083,europe-champions-league-2024-2025,"Tuesday, Mar 11 2025",20:00,Liverpool,Paris Saint-Germain,1891177,-,-,N/A,N/A,N/A
250,12,10456,24083,europe-champions-league-2024-2025,"Wednesday, Mar 12 2025",17:45,Lille,Borussia Dortmund,1891172,-,-,N/A,N/A,N/A
250,12,10456,24083,europe-champions-league-2024-2025,"Wednesday, Mar 12 2025",20:00,Atletico Madrid,Real Madrid,1891173,-,-,N/A,N/A,N/A
250,12,10456,24083,europe-champions-league-2024-2025,"Wednesday, Mar 12 2025",20:00,Arsenal,PSV Eindhoven,1891175,-,-,N/A,N/A,N/A
250,12,10456,24083,europe-champions-league-2024-2025,"Tuesday, Mar 04 2025",17:45,Club Bruges,Aston Villa,1891163,-,-,2.80,3.30,2.50
250,12,10456,24083,europe-champions-league-2024-2025,"Tuesday, Mar 04 2025",20:00,Borussia Dortmund,Lille,1891164,-,-,1.73,3.70,4.75
250,12,10456,24083,europe-champions-league-2024-2025,"Wednesday, Feb 19 2025",FT,Paris Saint-Germain,Brest,1888124,7,0,N/A,N/A,N/A
250,12,10456,24083,europe-champions-league-2024-2025,"Wednesday, Feb 19 2025",FT,Real Madrid,Manchester City,1888122,3,1,N/A,N/A,N/A
250,12,10456,24083,europe-champions-league-2024-2025,"Wednesday, Feb 19 2025",AET,PSV Eindhoven,Juventus,1888121,3,1,N/A,N/A,N/A
250,12,10456,24083,europe-champions-league-2024-2025,"Wednesday, Feb 19 2025",N/A,Borussia Dortmund,Sporting CP,1888118,0,0,N/A,N/A,N/A
250,12,10456,24083,europe-champions-league-2024-2025,"Tuesday, Feb 18 2025",FT,Benfica,Monaco,1888126,3,3,N/A,N/A,N/A
250,12,10456,24083,europe-champions-league-2024-2025,"Tuesday, Feb 18 2025",FT,Bayern Munich,Celtic,1888114,1,1,N/A,N/A,N/A
250,12,10456,24083,europe-champions-league-2024-2025,"Tuesday, Feb 18 2025",FT,Atalanta,Club Bruges,1888112,1,3,N/A,N/A,N/A
250,12,10456,24083,europe-champions-league-2024-2025,"Tuesday, Feb 18 2025",FT,AC Milan,Feyenoord,1888120,1,1,N/A,N/A,N/A
250,12,10456,24083,europe-champions-league-2024-2025,"Wednesday, Mar 12 2025",20:00,Aston Villa,Club Bruges,1891171,-,-,N/A,N/A,N/A
